audio_filepath,timestamp,feature_value
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,0.0,-0.2715592682361603
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,0.20031852968460112,0.8821741694200902
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,0.40063705936920224,0.5304321038479707
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,0.6009555890538034,-0.6729373801395926
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,0.8012741187384045,-0.4702059062602132
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,1.0015926484230055,0.6826952575863174
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,1.2019111781076068,-0.3964494707301295
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,1.402229707792208,-1.5268222979910977
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,1.602548237476809,-1.7197984589716497
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,1.80286676716141,-0.6833100871274556
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,2.003185296846011,0.9626662845071909
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,2.2035038265306124,-0.28387108658041316
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,2.4038223562152137,-0.2531979834049206
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,2.6041408858998145,-0.41603732399352095
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,2.804459415584416,0.3564035993117798
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,3.0047779452690166,0.9921334962013253
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,3.205096474953618,0.36156935058188555
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,3.4054150046382192,0.07286285513628392
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,3.60573353432282,0.455120054600633
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,3.8060520640074214,0.8163993239181591
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,4.006370593692022,0.21593697913723714
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,4.2066891233766235,0.059483107614825864
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,4.407007653061225,0.06998836142676412
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,4.607326182745826,1.6739323307830951
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,4.807644712430427,1.7589007574021236
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,5.007963242115028,0.5827257499402896
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,5.208281771799629,-0.21473584590904618
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,5.40860030148423,0.749345719371967
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,5.608918831168832,1.6361527891902203
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,5.809237360853433,1.1211248592012237
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,6.009555890538033,0.5089681537783894
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,6.209874420222635,0.28364376856466855
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,6.410192949907236,0.6888753980785236
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,6.610511479591837,0.23325186420459887
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,6.8108300092764384,0.41105183024574166
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,7.011148538961039,-0.39439107226086767
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,7.21146706864564,0.8509017199222587
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,7.411785598330241,1.0863184273132374
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,7.612104128014843,0.26065780219651
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,7.812422657699444,-0.0673361827856101
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,8.012741187384044,0.2529299577666993
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,8.213059717068646,1.0659036245991846
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,8.413378246753247,1.086891709210029
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,8.613696776437848,0.18156456270001167
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,8.81401530612245,-2.007972790270436
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,9.01433383580705,-0.9782900423336598
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,9.214652365491652,-0.34049189535828517
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,9.414970895176253,-0.7908320076390404
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,9.615289424860855,-0.9598270536353763
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,9.815607954545454,0.014699343253265537
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,10.015926484230055,0.3813035272490333
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,10.216245013914657,0.611521656194734
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,10.416563543599258,0.4242412477786949
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,10.61688207328386,-0.11809697654616574
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,10.81720060296846,-0.08555595267128621
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,11.017519132653062,0.23984007887085737
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,11.217837662337663,0.5660039631577319
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,11.418156192022265,-0.5794846106714603
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,11.618474721706866,-0.35674275408095246
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,11.818793251391465,-0.3944269340754893
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,12.019111781076067,0.34498656542491485
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,12.219430310760668,-0.4171734954021443
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,12.41974884044527,-0.7622001804756989
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,12.62006737012987,-0.32144520276939625
/Users/julie_chung/Desktop/coexpression/script/Ses02F_impro01.wav,12.820385899814472,0.1811137862075014
